Time:250Hz,Epoch,Electrode,Attention,Meditation,Event Id,Event Date,Event Duration
2.276,71,63.46353494,7,43,,,
2.28,71,-135.3481515,7,43,,,
2.284,71,-53.27320617,7,43,,,
2.288,71,86.52008952,7,43,,,
2.292,71,72.05689507,7,43,,,
2.296,71,64.52620833,7,43,,,
2.3,71,22.40554441,7,43,,,
2.304,72,-51.41634293,7,43,,,
2.308,72,40.5796404,7,43,,,
2.312,72,152.707027,7,43,,,
2.316,72,88.67570366,7,43,,,
2.32,72,-13.00833799,7,43,,,
2.324,72,-32.75275592,7,43,,,
2.328,72,-23.23644301,7,43,,,
2.332,72,24.63223411,7,43,,,
2.336,73,72.94157649,7,43,,,
2.34,73,51.89468183,7,43,,,
2.344,73,9.297794082,7,43,,,
2.348,73,-17.08173956,7,43,,,
2.352,73,-15.35422761,7,43,,,
2.356,73,7.881063372,7,43,,,
2.36,73,1.61187388,7,43,,,
2.364,73,-30.40704726,7,43,,,
2.368,74,-33.95178207,7,43,,,
2.372,74,19.60851923,7,43,,,
2.376,74,45.99927198,7,43,,,
2.38,74,-7.471587115,7,43,,,
2.384,74,-46.33214864,7,43,,,
2.388,74,-17.49622297,7,43,,,
2.392,74,42.47384069,7,43,,,
2.396,74,50.1588103,7,43,,,
2.4,75,-19.25008276,7,43,,,
2.404,75,-22.99281577,7,43,,,
2.408,75,43.38369559,7,43,,,
2.412,75,69.0450334,7,43,,,
2.416,75,68.61451866,7,43,,,
2.42,75,14.54358362,7,43,,,
2.424,75,-130.9137571,7,43,,,
2.428,75,-191.5679014,7,43,,,
2.432,76,-31.89346209,7,43,,,
2.436,76,110.563005,7,43,,,
2.44,76,117.4074163,7,43,,,
2.444,76,120.7660408,7,43,,,
2.448,76,103.1387014,7,43,,,
2.452,76,12.05485443,7,43,,,
2.456,76,-38.97860595,7,43,,,
2.46,76,-3.973010072,7,43,,,
2.464,77,12.6265401,7,43,,,
2.468,77,7.958376994,7,43,,,
2.472,77,24.1059321,7,43,,,
2.476,77,26.33956792,7,43,,,
2.48,77,37.97769389,7,43,,,
2.484,77,68.65605164,7,43,,,
2.488,77,96.21929476,7,43,,,
2.492,77,127.1355727,7,43,,,
2.496,78,106.530484,7,43,,,
2.5,78,-19.49887975,7,43,,,
2.504,78,-51.32200232,7,43,,,
2.508,78,116.6001954,7,43,,,
2.512,78,232.4719726,7,43,,,
2.516,78,244.5159963,7,43,,,
2.52,78,228.8880552,7,43,,,
2.524,78,158.6946797,7,43,,,
2.528,79,73.47058441,7,43,,,
2.532,79,26.76798838,7,43,,,
2.536,79,-34.71126671,7,43,,,
2.54,79,-101.0027042,7,43,,,
2.544,79,-91.88400028,7,43,,,
2.548,79,-56.95606084,7,43,,,
2.552,79,13.86500209,7,43,,,
2.556,79,122.8380466,7,43,,,
2.56,80,147.1882908,7,43,,,
2.564,80,135.6797826,7,43,,,
2.568,80,138.4802538,7,43,,,
2.572,80,70.09295758,7,43,,,
2.576,80,11.88678265,7,43,,,
2.58,80,52.2453252,7,43,,,
2.584,80,63.21970563,7,43,,,
2.588,80,42.10330255,7,43,,,
2.592,81,28.58955004,7,43,,,
2.596,81,9.7390953,7,43,,,
2.6,81,54.26374754,7,43,,,
2.604,81,113.6344348,7,43,,,
2.608,81,129.7141585,7,43,,,
2.612,81,104.3195919,7,43,,,
2.616,81,39.9966831,7,43,,,
2.62,81,1.672189107,7,43,,,
2.624,82,36.16607125,7,43,,,
2.628,82,58.07813077,7,43,,,
2.632,82,24.232873,7,43,,,
2.636,82,0.336470154,7,43,,,
2.64,82,-0.517662622,7,43,,,
2.644,82,17.63640166,7,43,,,
2.648,82,68.11112148,7,43,,,
2.652,82,103.4611159,7,43,,,
2.656,83,92.11552906,7,43,,,
2.66,83,37.03621893,7,43,,,
2.664,83,-4.281008308,7,43,,,
2.668,83,-4.717335636,7,43,,,
2.672,83,9.812777113,7,43,,,
2.676,83,35.67719511,7,43,,,
2.68,83,24.02026022,7,43,,,
2.684,83,-56.6229413,7,43,,,
2.688,84,-64.2588669,7,43,,,
2.692,84,68.93733625,7,43,,,
2.696,84,141.9340712,7,43,,,
2.7,84,81.433478,7,43,,,
2.704,84,59.42744287,7,43,,,
2.708,84,119.4770843,7,43,,,
2.712,84,155.677948,7,43,,,
2.716,84,179.1952629,7,43,,,
2.72,85,139.6278674,7,43,,,
2.724,85,3.800632367,7,43,,,
2.728,85,-48.06517407,7,43,,,
2.732,85,59.9231438,7,43,,,
2.736,85,138.9324458,7,43,,,
2.74,85,127.4912513,7,43,,,
2.744,85,103.0837315,7,43,,,
2.748,85,21.5506359,7,43,,,
2.752,86,-78.77846307,7,43,,,
2.756,86,-95.9185882,7,43,,,
2.76,86,-64.13666691,7,43,,,
2.764,86,26.63558263,7,43,,,
2.768,86,187.674004,7,43,,,
2.772,86,276.0298769,7,43,,,
2.776,86,236.54285,7,43,,,
2.78,86,138.441588,7,43,,,
2.784,87,44.39182806,7,43,,,
2.788,87,3.030233552,7,43,,,
2.792,87,-65.15979984,7,43,,,
2.796,87,-71.24085645,7,43,,,
